id,text,label,text_id_su,text_su_id,text_id_ja,text_ja_id,text_id_en,text_en_id,text_MS_id_en,text_MS_en_id,verdict_id,verdict_su,verdict_ja,verdict_en,verdict_MS_en
153,Bukan cuma bisnis keluarga. Tetapi menjaga kepentingan negara dan masyarakat tanpa membenturkannya dengan kepentingan global.,neutral,Henteu ngan bisnis kulawarga. Tapi ngajaga kapentingan nagara jeung masarakat tanpa adu adu jeung kapentingan global.,Bukan hanya bisnis keluarga. Namun melindungi kepentingan negara dan masyarakat tanpa berbenturan dengan kepentingan global.,Ora mung bisnis kulawarga. Nanging njaga kepentingan negara lan masyarakat tanpa padu karo kepentingan global.,"Bukan hanya bisnis keluarga. Namun, melindungi kepentingan negara dan masyarakat tanpa bertentangan dengan kepentingan global.",Not just a family business. But maintaining the interests of the country and society without clashing them with global interests.,Bukan hanya bisnis keluarga. Tetapi menjaga kepentingan negara dan masyarakat tanpa berbenturan dengan kepentingan global.,It's not just a family business. But it safeguards the interests of the state and society without clashing it with global interests.,Ini bukan hanya bisnis keluarga. Tetapi melindungi kepentingan negara dan masyarakat tanpa membenturankannya dengan kepentingan global.,,2,2,2,2
155,Bidang lo bukan di dunia politik oon!,negative,"Bidang anjeun henteu dina politik, oon!","Bidang Anda bukan politik, oon!","Lapanganmu dudu politik, oon!","Bidangmu bukan politik, oon!","Your field is not in politics, oon!","Bidang Anda bukan politik, oon!",Your field is not in the world of politics!,Bidang Anda bukan di dunia politik!,,1,1,1,1
156,"Saya mau tutup kartu kredit dari beberapa bulan lalu, nih.",neutral,Abdi hoyong nutup kartu kiridit abdi sababaraha bulan kapengker.,Saya ingin menutup kartu kredit saya beberapa bulan yang lalu.,Aku wanted kanggo nutup kertu kredit sawetara sasi kepungkur.,Saya ingin menutup kartu kredit saya beberapa bulan yang lalu.,I wanted to close my credit card a few months ago.,Saya ingin menutup kartu kredit saya beberapa bulan yang lalu.,I want to close my credit card from a few months ago.,Saya ingin menutup kartu kredit saya dari beberapa bulan yang lalu.,,1,1,1,1
157,Gunanya shazam: Biar tahu lagu-lagu ajaib yang diputer sopir gocar,neutral,Pamakéan Shazam: Janten anjeun terang lagu-lagu gaib anu dimaénkeun ku supir GoCar,Penggunaan Shazam: Jadi Anda tahu lagu-lagu ajaib yang diputar oleh pengemudi GoCar,Panggunaan Shazam: Supaya sampeyan ngerti lagu-lagu gaib sing dimainake dening driver GoCar,Penggunaan Shazam: Memberi tahu Anda lagu-lagu ajaib yang diputar oleh pengemudi GoCar,The use of Shazam: So you know the magical songs played by GoCar drivers,Penggunaan Shazam: Jadi Anda tahu lagu-lagu ajaib yang diputar oleh pengemudi GoCar,The use of shazam: Let us know the magic songs played by the gocar driver,Penggunaan shazam: Beri tahu kami lagu-lagu ajaib yang dimainkan oleh pengemudi gocar,,1,1,1,1
158,"Iya sih mi sedap isinya lebih banyak, tapi soal rasa kalah jauh sama yang lain",negative,"Sumuhun, Mi Sedap ngandung leuwih, tapi tina segi rasa, eta jauh inferior ti batur.","Ya, Mi Sedap memang lebih banyak isinya, tapi dari segi rasa, kalah jauh dengan yang lain.","Ya, Mi Sedap isine luwih akeh, nanging saka segi rasa, kalah adoh karo liyane.","Iya, Mi Sedap isinya lebih banyak, tapi dari segi rasa, kalah jauh dengan yang lain.","Yes, Mi Sedap contains more, but in terms of taste, it is far inferior to the others.","Ya, Mi Sedap memang lebih banyak isinya, tapi dari segi rasa, kalah jauh dengan yang lain.","Yes, there are a lot of things that are more important than others, but they are far more important than others.","Ya, ada banyak hal yang lebih penting daripada yang lain, tetapi jauh lebih penting daripada yang lain.",,2,2,2,2
161,Parah pesan bukalapak pakai gosend kemarin sampai sekarang belum sampai bagaimana ini. Barangnya butuh sekali,negative,Serius abdi mesen Bukalapak nganggo GoSend kamari teu acan dugi. Naon ieu? Abdi peryogi barangna.,"Serius nih, kemarin saya pesan Bukalapak pakai GoSend dan belum sampai juga. Ini apa ya? Saya butuh barangnya.","Serius, aku wingi pesen Bukalapak nganggo GoSend, durung tekan. Apa iki? Aku pancene kudu item.","Serius nih, kemarin saya pesan Bukalapak pakai GoSend, barangnya belum sampai. Ini apa ya? Saya butuh banget barangnya.","Seriously, I ordered Bukalapak using GoSend yesterday and it hasn't arrived yet. What's this? I really need the item.","Serius nih, kemarin saya pesan Bukalapak pakai GoSend dan sampai sekarang belum sampai. Ini apa ya? Saya butuh banget barangnya.","Worse, the order for bukalapak using gosend yesterday has not reached this point. The goods need once",Parahnya pesanan bukalapak menggunakan gosend kemarin belum sampai ke titik ini. Barang membutuhkan sekali,,1,1,1,1
167,Susah payah selfie demi si samsung galaxy. Yang penting usaha dan tetap bernyanyi,neutral,Hésé nyandak selfies pikeun Samsung Galaxy. Nu penting mah usaha terus nyanyi,Susah banget buat selfie di Samsung Galaxy. Yang penting tetep berusaha nyanyi,Iku angel kanggo njupuk selfies kanggo Samsung Galaxy. Sing penting usaha terus nyanyi,Susah banget buat selfie di Samsung Galaxy. Yang penting bisa terus nyanyi,It's hard to take selfies for the Samsung Galaxy. The important thing is to try and keep singing,Susah banget buat selfie di Samsung Galaxy. Yang penting berusaha terus bernyanyi,It's hard to take selfies for the sake of the Samsung Galaxy. The important thing is to try and keep singing,Sulit untuk mengambil selfie demi Samsung Galaxy. Yang penting adalah mencoba dan terus bernyanyi,,2,2,2,1
168,"Paket saya juga sampai sekarang tidak sampai sampai sudah 5 hari statusnya dengan pengiriman courier jakarta, parah sekarang jne",negative,"Bungkusan abdi teu acan dugi, tos 5 dinten statusna sareng pengiriman kurir Jakarta, JNE ayeuna nuju parah.","Paket saya belum sampai juga, sudah 5 hari dan statusnya di kurir Jakarta, JNE sekarang sedang tidak baik.","Paketku durung tekan, wis 5 dina statuse karo pengiriman kurir Jakarta, JNE saiki tambah parah.","Paket saya belum sampai juga, sudah 5 hari status pengiriman kurir Jakarta, JNE makin parah sekarang.","My package has not arrived yet, it's been 5 days and the status is with the Jakarta courier delivery, JNE is getting worse now.","Paket saya belum sampai juga, sudah 5 hari dan statusnya di kurir Jakarta, JNE makin parah sekarang.","My package has also not arrived until now until it has been 5 days with the delivery of courier jakarta, it's bad now jne","Paket saya juga belum sampai sekarang sampai sudah 5 hari dengan pengiriman kurir jakarta, sudah buruk sekarang jne",,2,2,2,2
169,"Di restoran ini makanan yang disediakan banyak sekali dan harga cukup terjangkau, suasana yang enak dan nyaman",positive,"Di restoran ieu, kadaharan anu disayogikeun seueur sareng hargana lumayan, suasanana saé sareng nyaman.","Di restoran ini, makanan yang disajikan berlimpah dan harganya terjangkau, suasananya enak dan nyaman.","Ing restoran iki panganan sing disedhiyakake akeh lan regane cukup terjangkau, swasana apik lan nyaman.","Di restoran ini, makanan yang disajikan berlimpah dan harganya terjangkau, suasananya enak dan nyaman.","In this restaurant, the food provided is plentiful and the prices are quite affordable, the atmosphere is nice and comfortable.","Di restoran ini, makanan yang disediakan berlimpah dan harganya cukup terjangkau, suasananya enak dan nyaman.","In this restaurant, the food provided is a lot and the price is quite affordable, the atmosphere is delicious and comfortable","Di restoran ini makanan yang disediakan banyak dan harganya cukup terjangkau, suasananya enak dan nyaman",,2,2,2,2
170,Bukan hanya namanya saja swike waled. Rasanya sama enaknya dengan yang di desa waled cirebon kuahnya tauconya asinnya pas. Swieke gorengnya juga enak. Cuma harganya agak mahal dibanding swike di cirebon.,positive,"Ieu mah sakadar ngaran swike waled. Rasana ngeunahna siga nu aya di kampung waled cirebon, sambel tauco ngan uyahna. Seblak goreng juga enak. Ngan rada mahal dibandingkeun swike di cirebon.","Ini bukan hanya namanya swike waled. Rasanya seperti swike di desa waled Cirebon, kuah tauco-nya hanya asin. Nasi gorengnya juga enak. Harganya memang agak mahal dibanding swike di Cirebon.","Ora mung jenenge swike waled. Rasane enak kaya sing ana ing desa waled cirebon, sambel tauco mung uyah sing pas. Swike goreng uga enak. Mung rada larang dibandhingake swike ing cirebon.","Tak hanya namanya swike waled. Rasanya sama lezatnya dengan swike di desa waled Cirebon, kuah tauco-nya juga pas asinnya. Swike gorengnya juga lezat. Harganya memang agak mahal dibanding swike di Cirebon.","It's not just the name swike waled. The taste is as delicious as the one in the village of waled cirebon, the tauco sauce is just the right amount of salt. The fried swike is also delicious. It's just a bit expensive compared to swike in cirebon.","Bukan hanya namanya saja, swike waled. Rasanya sama lezatnya dengan swike di desa waled cirebon, kuah tauco-nya pas asinnya. Swike gorengnya juga enak. Hanya saja harganya agak mahal dibanding swike di cirebon.","Not only the name swike waled. It tastes as good as the one in Waled Cirebon village, the tofu sauce is just right. The fried swieke is also delicious. It's just a bit more expensive than the Swike in Cirebon.","Tidak hanya nama swike yang berbunyi. Rasanya sama enaknya dengan yang ada di desa Waled Cirebon, saus tahunya pas. Swieke goreng juga enak. Hanya saja sedikit lebih mahal daripada Swike di Cirebon.",,2,2,2,2
172,"Walaupun cukup berliku untuk sampai ke tempat ini tapi terbayarkan dengan suasana sepi, tenang dan juga suasana udara dataran tingginya, yang kebetulan saya biasanya kalau makan di luar pasti pas hari kerja karena biar tidak terlalu ramai tapi ya minusnya tidak ada lift musik. Untuk makanannya cukup enak dan keluarga saya pun cukup menikmatinya.",positive,"Sanaos rada berliku dugi ka tempat ieu, éta kabayar ku suasana anu tenang, tenang sareng ogé hawa dataran luhur, anu kabeneran kuring biasana tuang di luar dina dinten-dinten supados henteu rame teuing tapi anu goréng nyaéta henteu aya angkat musik. Dahareun anu cukup nikmat sareng kulawarga kuring resep pisan.","Meskipun agak berliku untuk menuju ke tempat ini, namun hal itu terbayar dengan suasana yang tenang, sunyi dan juga udara dataran tinggi, yang untungnya saya biasanya makan di luar pada hari-hari tertentu sehingga tidak terlalu ramai tetapi hal yang kurang menyenangkan adalah tidak ada musik yang diputar. Makanannya cukup lezat dan keluarga saya menyukainya.","Sanadyan tekan papan iki rada mbengkongake, nanging kabayar kanthi swasana sing sepi, ayem lan uga hawane dhataran dhuwur, sing kebetulan biasane aku mangan metu ing dina minggu supaya ora rame nanging sing kurang ora ana lift musik. Panganan sing cukup enak lan kulawargaku seneng banget.","Walaupun agak sedikit berliku untuk menuju tempat ini, tetapi terbayar lunas dengan suasana yang tenang dan sunyi serta udara dataran tinggi, yang kebetulan saya sering makan di luar pada hari kerja jadi tidak terlalu ramai tetapi yang kurang adalah tidak ada lift musik. Makanannya cukup lezat dan keluarga saya menyukainya.","Although it is quite winding to get to this place, it is paid off with the quiet, calm atmosphere and also the highland air, which coincidentally I usually eat out on weekdays so that it is not too crowded but the downside is there is no music lift. The food is quite delicious and my family enjoyed it quite a bit.","Meskipun jalannya cukup berliku untuk menuju ke tempat ini, namun terbayar lunas dengan suasana yang tenang, sunyi dan juga udara dataran tinggi, yang kebetulan saya biasanya makan di luar pada hari kerja sehingga tidak terlalu ramai namun kekurangannya tidak ada lift yang menyediakan musik. Makanannya cukup lezat dan keluarga saya cukup menikmatinya.","Although it is quite winding to get to this place, it is paid off with a quiet, calm atmosphere and also the atmosphere of the highland air, which happens to me usually when eating out must be on weekdays because it is not too crowded but yes the minus is that there is no music elevator. The food was quite good and my family enjoyed it quite a bit.","Meski cukup berliku untuk sampai ke tempat ini, namun terbayar dengan suasana yang tenang dan tenang dan juga suasana udara dataran tinggi, yang biasanya terjadi pada saya ketika makan di luar harus pada hari kerja karena tidak terlalu ramai tapi ya minusnya adalah tidak ada lift musik. Makanannya cukup enak dan keluarga saya cukup menikmatinya.",,1,2,1,2
176,Menkeu menyampaikan bahwa lemahnya rupiah lebih berpengaruh pada defisit transaksi berjalan,neutral,"Menteri Keuangan nétélakeun, lemahna rupiah gedé pangaruhna kana defisit transaksi berjalan.","Menteri Keuangan menjelaskan, pelemahan nilai tukar rupiah berpengaruh signifikan terhadap defisit transaksi berjalan.",Menkeu ngendika yen rupiah sing ringkih luwih gedhe pengaruhe marang defisit transaksi berjalan.,"Menteri mengatakan, pelemahan rupiah berdampak lebih besar pada defisit transaksi berjalan.",The Minister of Finance said that the weak rupiah has a greater impact on the current account deficit.,"Menteri Keuangan mengatakan, pelemahan rupiah berdampak lebih besar pada defisit transaksi berjalan.",The Minister of Finance said that the weakening of the rupiah had more effect on the current account deficit,"Menkeu mengatakan, pelemahan rupiah lebih berpengaruh pada defisit transaksi berjalan",,1,1,1,2
181,"Makan bersama dengan para sistah beberapa waktu yang lalu, tempat nyaman, enak buat nongkrong, pelayanan bagus. Dah beberapa kali makan di sini.",positive,"Tadi tuang sareng sadulur sababaraha waktos kapengker, tempat anu nyaman, saé nongkrong, jasa anu saé. Geus dahar di dieu sababaraha kali.","Makan malam dengan saudara perempuan saya beberapa waktu lalu, tempatnya nyaman, enak untuk nongkrong, pelayanannya bagus. Sudah beberapa kali makan di sini.","Nedha bengi karo adhine sawetara wektu kepungkur, panggonan nyaman, apik kanggo nongkrong, layanan apik. Wis kaping pirang-pirang mangan ing kene.","Makan malam dengan saudara perempuan saya beberapa waktu lalu, tempatnya nyaman, enak untuk nongkrong, pelayanannya bagus. Sudah sering makan di sini.","Had dinner with the sisters some time ago, comfortable place, nice to hang out, good service. Have eaten here several times.","Makan malam dengan para suster beberapa waktu lalu, tempatnya nyaman, enak untuk nongkrong, pelayanannya bagus. Sudah beberapa kali makan di sini.","Eating together with the sistahs some time ago, a comfortable place, good place to hang out, good service. I've eaten here several times.","Makan bersama dengan sistah beberapa waktu lalu, tempat yang nyaman, tempat nongkrong yang bagus, pelayanan yang baik. Saya sudah makan di sini beberapa kali.",,2,2,2,2
182,"Sambal dengan daun serawung, tomat, dan cabe rawit. Rasa sambal ini yang membuat kota di garut yang namanya cibiuk jadi terkenal. Sambal ini bisa dinikmati dengan gurame goreng ataupun dengan ayam goreng. Rasanya sangat enak. Selain di lengkokng cibiuk juga memiliki banyak cabang",positive,"Sambal daun serawung, tomat, jeung cabe rawit. Rasa sambal ieu anu ngajadikeun kota di Garut disebut Cibiuk. Sambal ieu tiasa dinikmati sareng gurami goreng atanapi hayam goreng. raos pisan. Salian ti Lengkokng, Cibiuk ogé loba cabangna","Sambal daun serawung, tomat, dan cabai rawit. Rasa sambal inilah yang membuat kota di Garut disebut Cibiuk. Sambal ini bisa dinikmati dengan gurami goreng atau ayam goreng. Enak sekali. Selain Lengkokng, Cibiuk juga punya banyak cabang.","Sambal godhong serawung, tomat, lan cabe rawit. Rasa sambal iki sing ndadekake kutha ing Garut diarani Cibiuk. Sambal iki bisa dinikmati karo gurami goreng utawa ayam goreng. Rasane enak banget. Saliyane Lengkokng, Cibiuk uga akeh cabang","Sambal daun serawung, tomat, dan cabai rawit. Rasa sambal inilah yang membuat kota di Garut disebut Cibiuk. Sambal ini bisa dinikmati dengan ikan gurami goreng atau ayam goreng. Rasanya sangat lezat. Selain Lengkokng, Cibiuk juga memiliki banyak cabang.","Sambal with serawung leaves, tomatoes, and cayenne pepper. The taste of this sambal is what makes the city in Garut called Cibiuk famous. This sambal can be enjoyed with fried gourami or fried chicken. It tastes very good. In addition to Lengkokng, Cibiuk also has many branches","Sambal dengan daun serawung, tomat, dan cabai rawit. Rasa sambal inilah yang membuat kota di Garut yang bernama Cibiuk terkenal. Sambal ini bisa dinikmati dengan gurami goreng atau ayam goreng. Rasanya sangat lezat. Selain Lengkokng, Cibiuk juga memiliki banyak cabang.","Chili sauce with serawung leaves, tomatoes, and cayenne pepper. The taste of this chili sauce is what makes the city in Garut called cibiuk famous. This chili sauce can be enjoyed with fried carp or with fried chicken. It tastes so good. In addition to the curve, cibiuk also has many branches","Saus cabai dengan daun serawung, tomat, dan cabai rawit. Cita rasa sambal inilah yang membuat kota di Garut yang disebut cibiuk ini terkenal. Sambal ini bisa dinikmati dengan ikan mas goreng atau ayam goreng. Rasanya sangat enak. Selain kurva, cibiuk juga memiliki banyak cabang",,2,2,2,2
184,"Tempatnya menarik, dengan konsep yang sangat pabrik. Sayangnya hampir seluruh menunya non halal.",neutral,"Tempatna menarik, kalayan konsép pabrik pisan. Hanjakal ampir kabéh ménu téh non-halal.","Tempatnya menarik, konsepnya kayak pabrik banget. Sayang, hampir semua menunya non-halal.","Panggonan iki menarik, kanthi konsep pabrik banget. Sayange meh kabeh menu non-halal.","Tempat ini menarik, dengan konsep pabrik banget. Sayangnya hampir semua menunya non-halal.","The place is interesting, with a very factory concept. Unfortunately almost all the menu is non-halal.","Tempatnya menarik, konsepnya kayak pabrik banget. Sayang hampir semua menunya non-halal.","The place is attractive, with a very factory concept. Unfortunately, almost all of the menu is non-halal.","Tempatnya menarik, dengan konsep yang sangat pabrik. Sayangnya, hampir semua menunya tidak halal.",,1,2,1,2
186,"Kwetiauw goreng dan teh tarik menjadi pilihan makanan saya di sini, meskipun ada beberapa yang besan mi yamin, anda boleh coba juga nasi gorengnya",neutral,"Kwetiauw goreng sareng teh tarik mah janten pilihan tuangeun di dieu, sanaos aya anu nganggo mie yamin, anjeun tiasa nyobian sangu goreng.","Kwetiauw goreng dan teh tarik adalah pilihan makanan saya di sini, meskipun beberapa menggunakan mie yamin, Anda dapat mencoba nasi goreng.","Kwetiauw goreng lan teh tarik dadi pilihanku neng kene, senajan ana sing nganggo mie yamin, sampeyan uga bisa nyoba sega goreng.","Kwetiau goreng dan teh tarik adalah pilihan saya di sini, meskipun beberapa menggunakan mie yamin, Anda juga dapat mencoba nasi goreng.","Fried kwetiauw and teh tarik are my food choices here, although there are some with yamin noodles, you can also try the fried rice.","Kwetiauw goreng dan teh tarik adalah pilihan makanan saya di sini, meskipun ada beberapa yang menggunakan mie yamin, Anda juga dapat mencoba nasi gorengnya.","Fried kwetiauw and tarik tea are my food choices here, although there are some that are besan mi yamin, you can also try the fried rice","Kwetiauw goreng dan teh tarik adalah makanan pilihan saya di sini, meskipun ada beberapa yang besan mi yamin, Anda juga bisa mencoba nasi goreng",,2,1,2,2
187,"Ajak keluarga, kawan satu kantor, kawan jalan, pacar, kawan pacar, atau bahkan mantan pacar, buat suara award ini.",neutral,"Ajak kulawarga anjeun, réréncangan kantor, réréncangan perjalanan, kabogoh, réréncangan kabogoh, atanapi bahkan mantan kabogoh, pikeun ngajantenkeun penghargaan ieu.","Ajaklah keluarga, teman kantor, teman seperjalanan, pacar, teman pacar, atau bahkan mantan pacar, untuk membuat penghargaan ini.","Ajak kulawarga, kanca kantor, kanca lelungan, pacar, kanca pacar, utawa malah mantan pacar, kanggo nggawe penghargaan iki.","Ajak keluarga, rekan kantor, teman seperjalanan, pacar, atau bahkan mantan pacar Anda untuk memberikan penghargaan ini.","Invite your family, office friends, travel buddies, girlfriend, girlfriend's friends, or even ex-girlfriends, to make this award sound.","Ajak keluarga, teman kantor, teman seperjalanan, pacar, teman pacar, atau bahkan mantan pacar, untuk meramaikan ajang penghargaan ini.","Invite family, office mates, street friends, girlfriends, girlfriends, or even ex-girlfriends, to vote for this award.","Undang keluarga, teman kantor, teman jalanan, pacar, pacar, atau bahkan mantan pacar, untuk memilih penghargaan ini.",,1,1,1,1
191,"Ikan gurame bakar dan cah kangkung yang disajikan di red s dipo yang saya beli pada saat makan siang pada bulan november 2012, rasanya lumayan oke, hanya saja cabe pada sambalnya dan sayurannya seperti: Timun, tomat dan kangkungnya juga jeruk pada es jeruknya terasa kurang segar.",positive,"Lauk gourami bakar jeung kangkung cai tumis anu disayogikeun di Red S Dipo anu ku kuring dibeuli keur dahar beurang bulan Nopémber 2012, rasana lumayan, ngan cabe sambel cabe jeung sayuran saperti bonteng, tomat jeung kangkung cai ogé jeruk dina jeruk es rasana kurang seger.","Ikan gurami bakar dan tumis kangkung di Red S Dipo yang saya beli untuk makan siang bulan November 2012, rasanya enak, hanya sambal dan sayur seperti mentimun, tomat dan kangkung serta jeruk nipis es kurang segar.","Iwak gurami bakar lan bayem tumis sing disuguhake ing Red S Dipo sing daktuku kanggo nedha awan November 2012, rasane lumayan enak, mung sambel cabe lan sayuran kayata timun, tomat lan bayem uga jeruk ing es jeruk rasane kurang seger.","Ikan gurami bakar dan tumis bayam yang disajikan di Red S Dipo yang saya beli untuk makan siang pada bulan November 2012 lalu, rasanya cukup enak, hanya saja sambal dan sayur-sayuran seperti mentimun, tomat, dan bayam serta jeruk nipis pada es jeruk nipisnya terasa kurang segar.","The grilled gourami fish and stir-fried water spinach served at Red S Dipo that I bought for lunch in November 2012, tasted pretty good, only the chili in the chili sauce and the vegetables such as cucumber, tomato and water spinach as well as the orange in the iced orange tasted less fresh.","Ikan gurami bakar dan tumis kangkung yang disajikan di Red S Dipo yang saya beli untuk makan siang di bulan November 2012, rasanya cukup enak, hanya cabai dalam sambalnya dan sayur-sayuran seperti mentimun, tomat dan kangkung serta jeruk dalam es jeruknya terasa kurang segar.","The grilled carp and kale cah served at the red s dipo that I bought at lunch in November 2012, tasted quite okay, it's just that the chili peppers in the chili sauce and vegetables such as: Cucumbers, tomatoes and kale as well as oranges in the orange ice taste less fresh.","Ikan mas bakar dan kangkung cah yang disajikan di s dipo merah yang saya beli saat makan siang di bulan November 2012, rasanya cukup enak, hanya saja cabai dalam sambal dan sayuran seperti: Mentimun, tomat dan kangkung serta jeruk di es jeruk terasa kurang segar.",,1,1,1,1
193,Tempatnya sangat romantis dan nyaman. Dengan suasana yang sangat nyaman dan pelayanan yang baik. Makanan sangat enak dengan harga yang reasonable. Sangat ingin kembali ke sini menikmati suasana sorenya. Secara keseluruhan baik sangat bagus!,positive,tempat ieu pisan romantis tur cozy. Kalawan atmosfir pisan nyaman jeung layanan alus. dahareun pisan nikmat kalayan harga lumrah. Saleresna hoyong uih deui ka dieu pikeun ngaraosan suasana sonten. Gemblengna alus pisan alus!,Tempat ini sangat romantis dan nyaman. Dengan suasana yang sangat nyaman dan pelayanan yang baik. Makanan yang sangat lezat dengan harga yang terjangkau. Saya benar-benar ingin kembali ke sini untuk menikmati suasana malam. Secara keseluruhan sangat bagus!,Panggonan banget romantis lan mulyo. Kanthi atmosfer banget nyaman lan layanan apik. Panganan sing enak banget karo rega sing cukup. Kepengin banget bali mrene ngrasakake swasana sore. Sakabèhé apik banget!,Tempat yang sangat romantis dan nyaman. Dengan suasana yang sangat nyaman dan pelayanan yang baik. Makanan yang sangat lezat dengan harga yang terjangkau. Saya benar-benar ingin kembali ke sini untuk menikmati suasana malam. Secara keseluruhan sangat bagus!,The place is very romantic and cozy. With a very comfortable atmosphere and good service. The food is very delicious with reasonable prices. Really want to come back here to enjoy the evening atmosphere. Overall good very good!,Tempatnya sangat romantis dan nyaman. Dengan suasana yang sangat nyaman dan pelayanan yang baik. Makanannya sangat lezat dengan harga yang terjangkau. Sangat ingin kembali ke sini untuk menikmati suasana malam. Secara keseluruhan bagus sekali!,The place is very romantic and comfortable. With a very comfortable atmosphere and good service. The food is very good at a reasonable price. Really wanted to come back here to enjoy the atmosphere in the afternoon. Overall good very good!,Tempatnya sangat romantis dan nyaman. Dengan suasana yang sangat nyaman dan pelayanan yang baik. Makanannya sangat enak dengan harga yang wajar. Benar-benar ingin kembali ke sini untuk menikmati suasana di sore hari. Secara keseluruhan bagus sangat bagus!,,2,2,2,2
197,"Enkaolshop, terpercaya, barangnya bagus bagus",positive,"Enkaolshop, dipercaya, barang alus","Enkaolshop, terpercaya, barang bagus","Enkaolshop, dipercaya, barang apik","Enkaolshop, terpercaya, barang bagus","Enkaolshop, trusted, good stuff","Enkaolshop, terpercaya, barang bagus","Enkaolshop, reliable, good goods","Enkaolshop, barang yang dapat diandalkan, bagus",,2,2,2,1
199,"Tempatnya bagus buat foto foto, dan sejuk lagi udaranya, tapi jangan coba coba makan di situ, sudah harganya mahal, tidak enak lagi, menyesal deh",negative,"Tempatna lumayan kanggo poto, hawana tiis, tapi tong cobian tuang didinya, mahal teu ngeunah, kaduhung.","Tempatnya bagus buat foto-foto, hawanya sejuk, tapi jangan coba-coba makan di sana, mahal dan rasanya kurang enak, nyesel deh.","Panggonane apik kanggo foto, hawane adem, tapi ojo dicoba mangan neng kono, regane larang lan ora enak, nyesel.","Tempatnya bagus buat foto-foto, hawanya sejuk, tapi jangan coba-coba makan di sana, mahal dan rasanya kurang enak, nyesel deh.","The place is good for taking photos, and the air is cool, but don't try eating there, it's expensive and not tasty, you'll regret it.","Tempatnya bagus buat foto-foto, udaranya juga sejuk, tapi jangan coba-coba makan di sana, mahal dan rasanya kurang enak, nanti nyesel.","The place is good for photos, and the air is cool, but don't try to eat there, it's expensive, it's not good anymore, sorry","Tempatnya bagus untuk foto, dan udaranya sejuk, tapi jangan mencoba makan di sana, mahal, tidak enak lagi, maaf",,2,2,2,1
201,Rakyat sudah jenuh mendengar ocehan politikus jika baik kenapa tidak katakan baik. Kenapa semua yang dilakukan pemerintah. Semuanya tidak ada baiknya.,negative,"Jalma bosen ngadenge omongan politisi, mun alus, naha teu ngomong alus? Naha sadayana anu dilakukeun ku pamaréntah? Henteu aya anu saé.","Orang-orang sudah bosan mendengar politisi bicara, kalau itu baik, mengapa mereka tidak mengatakan hal-hal yang baik? Apakah itu saja yang dilakukan pemerintah? Tidak ada yang baik.","Wong bosen krungu omongane politisi, yen apik kok ora ngomong apik. Kenapa kabeh sing ditindakake pemerintah? Ora ana sing apik.","Orang-orang sudah bosan mendengar apa yang dikatakan politisi, jika itu baik, mengapa mereka tidak mengatakan hal-hal yang baik? Mengapa pemerintah melakukan segalanya? Tidak ada yang baik.","People are tired of hearing politicians' chatter, if it's good, why don't you say it's good? Why is everything the government does? Nothing good.","Orang-orang sudah bosan mendengar ocehan politikus, kalau bagus, kenapa tidak dikatakan bagus? Kenapa semua yang dilakukan pemerintah? Tidak ada yang bagus.","The people are tired of hearing politicians' rants, if it's good, why don't they say good. Why everything is done by the government. It's all for no good.","Rakyat lelah mendengar kata-kata kasar politisi, jika itu bagus, mengapa mereka tidak mengatakan baik. Mengapa semuanya dilakukan oleh pemerintah. Itu semua tidak ada gunanya.",,1,1,1,1
202,Tagihan indihome saya bulan oktober ini beda dengan bulan september. Jatuhnya lebih mahal. Kenapa bisa begitu? Janjinya waktu awal pasang tidak ada biaya lain dan biaya flat. Ini kok naik turun bagaimana? Konsisten dong,negative,"tagihan Indihome kuring Oktober ieu béda ti September. Éta langkung mahal. Kunaon éta? Janji nalika mimiti dipasang nyaéta yén moal aya biaya anu sanés sareng biayana bakal datar. Kumaha carana eta terus naek jeung ka handap? Janten konsisten, mangga?",Tagihan Indihome saya bulan Oktober ini berbeda dengan bulan September. Lebih mahal. Kenapa demikian? Janjinya waktu pertama kali dipasang adalah tidak ada biaya lain dan biayanya tetap. Kok bisa naik turun? Konsisten ya?,"Tagihan Indihome ing wulan Oktober iki beda karo September. Luwih larang. Kok ngono? Janji nalika pisanan dipasang yaiku ora ana biaya liyane lan biaya bakal tetep. Kok terus munggah-mudhun? Kudu konsisten, please?",Tagihan Indihome bulan Oktober beda dengan bulan September. Lebih mahal. Kenapa ya? Janjinya waktu pertama dipasang itu tidak akan ada biaya lagi dan biayanya tetap. Kenapa naik turun terus? Konsisten ya?,"My Indihome bill this October is different from September. It's more expensive. Why is that? The promise when it was first installed was that there would be no other costs and the fee would be flat. How come it keeps going up and down? Be consistent, please?",Tagihan Indihome saya bulan Oktober ini berbeda dengan bulan September. Lebih mahal. Kenapa ya? Janjinya waktu pertama kali dipasang tidak ada biaya lain dan biayanya flat. Kok bisa naik turun terus? Konsisten ya?,My indihome bill in October is different from September. Falls are more expensive. Why is that? The promise is that the initial time of installation will be free of other fees and flat fees. How does this go up and down? Be consistent.,Tagihan indihome saya di bulan Oktober berbeda dengan September. Jatuh lebih mahal. Mengapa demikian? Janjinya adalah bahwa waktu awal pemasangan akan bebas dari biaya lain dan biaya tetap. Bagaimana ini naik dan turun? Konsisten.,,2,2,2,1
